loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date
LOAN000371,CUS008277,Car Loan,186350,8.61,Approved,2024-07-24
LOAN000372,CUS000703,Gold Loan,201293,13.36,Pending,2024-04-09
LOAN000373,CUS010900,Personal Loan,666133,10.04,Pending,2024-03-13
LOAN000374,CUS015348,Personal Loan,70705,13.14,Approved,2020-12-15
LOAN000375,CUS008329,Home Loan,1275671,9.28,Approved,2024-02-15
LOAN000376,CUS005251,Car Loan,6179623,9.27,Pending,2023-01-06
LOAN000377,CUS014495,Business Loan,738026,12.99,Pending,2023-11-09
LOAN000378,CUS004742,Home Loan,1426442,11.01,Approved,2023-10-06
LOAN000379,CUS007577,Business Loan,626157,11.47,Approved,2020-05-02
LOAN000380,CUS003493,Car Loan,118120,12.21,Approved,2020-03-19
LOAN000381,CUS006018,Home Loan,117607,7.25,Approved,2024-03-01
LOAN000382,CUS007742,Education Loan,51182,13.11,Approved,2022-11-22
LOAN000383,CUS011147,Car Loan,274609,13.23,Approved,2024-08-10
LOAN000384,CUS002892,Home Loan,251607,7.57,Pending,2022-12-10
LOAN000385,CUS006361,Business Loan,185380,8.11,Approved,2023-02-21
LOAN000386,CUS009868,Home Loan,287702,9.08,Approved,2023-07-18
LOAN000387,CUS019407,Gold Loan,249638,11.94,Pending,2024-07-16
LOAN000388,CUS000054,Personal Loan,2624743,12.4,Pending,2020-01-02
LOAN000389,CUS006181,Business Loan,93418,13.47,Approved,2024-04-02
LOAN000390,CUS002517,Home Loan,968025,12.55,Approved,2023-09-27
LOAN000391,CUS002488,Home Loan,841489,11.92,Approved,2021-08-18
LOAN000392,CUS003018,Home Loan,261221,10.43,Approved,2022-04-09
LOAN000393,CUS005321,Business Loan,392723,13.41,Approved,2025-10-17
LOAN000394,CUS003226,Education Loan,2546435,11.93,Approved,2020-11-02
LOAN000395,CUS015402,Personal Loan,2924802,9.67,Approved,2020-03-11
LOAN000396,CUS007182,Gold Loan,235379,9.22,Approved,2020-12-17
LOAN000397,CUS016995,Car Loan,7040454,7.38,Approved,2021-10-02
LOAN000398,CUS002495,Education Loan,143777,10.71,Approved,2021-04-18
LOAN000399,CUS000988,Business Loan,5462006,9.12,Pending,2022-07-19
LOAN000400,CUS018354,Gold Loan,227098,10.91,Approved,2022-01-12
LOAN000401,CUS011777,Personal Loan,231121,11.97,Approved,2022-12-19
LOAN000402,CUS012696,Home Loan,2208250,13.18,Closed,2020-08-18
LOAN000403,CUS003581,Personal Loan,2813791,13.12,Approved,2021-03-25
LOAN000404,CUS001830,Gold Loan,171220,7.3,Approved,2023-03-10
LOAN000405,CUS018374,Personal Loan,1284423,10.54,Approved,2025-09-17
LOAN000406,CUS010139,Personal Loan,401181,12.38,Closed,2020-01-28
LOAN000407,CUS017650,Home Loan,91305,13.09,Approved,2022-08-04
LOAN000408,CUS003371,Home Loan,8967334,10.32,Pending,2022-02-08
LOAN000409,CUS018923,Gold Loan,736876,11.55,Pending,2023-02-07
LOAN000410,CUS015590,Gold Loan,790460,12.6,Pending,2023-05-15
LOAN000411,CUS011627,Home Loan,106258,8.05,Approved,2021-05-13
LOAN000412,CUS017357,Personal Loan,1899140,13.68,Approved,2021-07-06
LOAN000413,CUS005997,Education Loan,282003,8.7,Approved,2023-07-14
LOAN000414,CUS007938,Personal Loan,172206,9.44,Pending,2025-06-15
LOAN000415,CUS015935,Education Loan,337050,11.71,Approved,2024-07-18
LOAN000416,CUS014601,Home Loan,81439,10.25,Approved,2025-11-17
LOAN000417,CUS002552,Business Loan,2909528,7.21,Pending,2021-12-03
LOAN000418,CUS015284,Personal Loan,62376,11.56,Approved,2021-09-04
LOAN000419,CUS002612,Personal Loan,3429503,13.56,Approved,2021-05-02
LOAN000420,CUS014057,Business Loan,4747899,8.64,Approved,2025-09-19
LOAN000421,CUS004231,Personal Loan,2440956,12.58,Approved,2022-11-26
LOAN000422,CUS008038,Business Loan,1223348,13.78,Approved,2023-12-07
LOAN000423,CUS002091,Education Loan,249285,7.48,Approved,2020-04-11
LOAN000424,CUS006756,Home Loan,141119,11.29,Closed,2021-05-26
LOAN000425,CUS014984,Gold Loan,56371,7.38,Approved,2020-09-19
LOAN000426,CUS003548,Business Loan,110328,13.01,Approved,2025-06-19
LOAN000427,CUS000858,Personal Loan,7203761,12.95,Pending,2022-06-22
LOAN000428,CUS006339,Education Loan,3904530,9.55,Pending,2024-11-02
LOAN000429,CUS015798,Personal Loan,2996096,13.47,Approved,2024-09-10
LOAN000430,CUS013279,Home Loan,2212320,12.06,Pending,2020-09-19
LOAN000431,CUS011808,Business Loan,1261437,7.63,Approved,2024-08-26
LOAN000432,CUS006680,Personal Loan,2495252,9.94,Approved,2024-03-28
LOAN000433,CUS010219,Personal Loan,256441,9.21,Closed,2024-06-21
LOAN000434,CUS007500,Business Loan,147157,10.8,Approved,2021-05-18
LOAN000435,CUS004154,Car Loan,89291,12.62,Closed,2020-05-19
LOAN000436,CUS009730,Car Loan,813788,7.91,Pending,2023-10-28
LOAN000437,CUS003442,Business Loan,218781,9.57,Approved,2025-07-12
LOAN000438,CUS002650,Car Loan,287995,11.54,Approved,2023-04-05
LOAN000439,CUS001272,Education Loan,149594,11.21,Approved,2021-01-20
LOAN000440,CUS000899,Business Loan,1515133,12.03,Approved,2021-04-27
LOAN000441,CUS017363,Personal Loan,4961672,10.3,Pending,2025-02-21
LOAN000442,CUS010237,Education Loan,2259875,12.87,Approved,2023-11-14
LOAN000443,CUS012661,Education Loan,565060,8.22,Pending,2020-12-23
LOAN000444,CUS015703,Business Loan,833524,11.08,Approved,2021-01-23
LOAN000445,CUS006410,Home Loan,222344,13.0,Pending,2021-02-19
LOAN000446,CUS013635,Gold Loan,241670,11.49,Approved,2020-07-14
LOAN000447,CUS011659,Business Loan,1050067,8.02,Approved,2024-01-26
LOAN000448,CUS005639,Gold Loan,75764,7.42,Approved,2020-07-26
LOAN000449,CUS009755,Education Loan,207795,10.96,Pending,2021-09-21
LOAN000450,CUS014003,Education Loan,2392444,9.33,Approved,2022-09-03
LOAN000451,CUS008810,Home Loan,2469062,8.06,Approved,2023-12-14
LOAN000452,CUS003268,Car Loan,6929539,12.95,Pending,2021-11-17
LOAN000453,CUS014115,Personal Loan,1409645,8.29,Approved,2021-06-12
LOAN000454,CUS003279,Personal Loan,750985,9.18,Approved,2020-08-10
LOAN000455,CUS016369,Business Loan,2174033,10.65,Pending,2025-11-21
LOAN000456,CUS015586,Car Loan,1931306,9.11,Pending,2024-06-07
LOAN000457,CUS019027,Personal Loan,181201,9.02,Approved,2021-04-19
LOAN000458,CUS000525,Gold Loan,84152,9.67,Approved,2020-05-18
LOAN000459,CUS008662,Business Loan,109623,9.78,Closed,2025-11-13
LOAN000460,CUS012610,Business Loan,111702,11.63,Approved,2020-02-23
LOAN000461,CUS006550,Home Loan,3718407,13.35,Approved,2021-07-19
LOAN000462,CUS013881,Gold Loan,51621,10.17,Approved,2020-10-03
LOAN000463,CUS002990,Home Loan,3871417,8.26,Approved,2021-02-17
LOAN000464,CUS010700,Personal Loan,535920,9.48,Closed,2024-03-17
LOAN000465,CUS009792,Personal Loan,238759,10.37,Approved,2023-11-07
LOAN000466,CUS017576,Education Loan,2112862,12.53,Pending,2020-01-23
LOAN000467,CUS007468,Car Loan,2106577,8.78,Pending,2024-09-10
LOAN000468,CUS012729,Gold Loan,1721994,10.21,Approved,2020-08-15
LOAN000469,CUS003890,Business Loan,1065576,7.87,Closed,2025-06-24
LOAN000470,CUS005895,Personal Loan,60480,12.36,Approved,2022-07-12
LOAN000471,CUS015876,Personal Loan,6487044,7.82,Approved,2024-08-02
LOAN000472,CUS016629,Home Loan,888945,8.87,Approved,2022-10-06
LOAN000473,CUS010584,Personal Loan,101690,11.04,Approved,2021-04-10
LOAN000474,CUS008733,Business Loan,97989,11.81,Approved,2023-01-28
LOAN000475,CUS017318,Personal Loan,293618,7.29,Pending,2023-05-02
LOAN000476,CUS003409,Car Loan,1607254,9.82,Closed,2023-08-19
LOAN000477,CUS019765,Education Loan,444162,10.12,Approved,2023-03-28
LOAN000478,CUS010826,Car Loan,7582507,8.7,Pending,2023-08-20
LOAN000479,CUS006659,Home Loan,216364,8.18,Pending,2025-04-07
LOAN000480,CUS011665,Car Loan,59965,8.53,Pending,2022-08-28
LOAN000481,CUS017372,Business Loan,257313,9.0,Approved,2023-07-04
LOAN000482,CUS007062,Gold Loan,283446,10.62,Approved,2022-08-02
LOAN000483,CUS014694,Home Loan,293493,8.02,Pending,2025-09-17
LOAN000484,CUS011787,Business Loan,819787,10.23,Approved,2024-08-16
LOAN000485,CUS006624,Education Loan,208390,10.99,Closed,2024-08-28
LOAN000486,CUS006436,Car Loan,5283487,11.49,Approved,2025-05-25
LOAN000487,CUS002683,Personal Loan,2645148,13.28,Approved,2024-12-08
LOAN000488,CUS010059,Home Loan,605285,7.28,Approved,2024-08-09
LOAN000489,CUS007216,Gold Loan,865270,13.56,Approved,2022-02-28
LOAN000490,CUS002834,Home Loan,212118,8.88,Closed,2023-12-01
LOAN000491,CUS017173,Car Loan,60515,8.14,Approved,2022-06-13
LOAN000492,CUS013319,Personal Loan,4461283,12.85,Approved,2021-05-24
LOAN000493,CUS002652,Personal Loan,181520,10.75,Approved,2022-02-19
LOAN000494,CUS011883,Gold Loan,4774005,13.72,Approved,2020-07-14
LOAN000495,CUS010891,Gold Loan,217011,8.88,Approved,2024-03-09
LOAN000496,CUS016461,Gold Loan,111997,9.57,Pending,2025-10-24
LOAN000497,CUS002132,Education Loan,1597335,9.28,Approved,2024-10-14
LOAN000498,CUS010519,Car Loan,253670,12.0,Approved,2024-04-06
LOAN000499,CUS007143,Gold Loan,204924,10.48,Approved,2021-02-01
LOAN000500,CUS010661,Personal Loan,231511,12.75,Pending,2021-02-07
LOAN000501,CUS003338,Gold Loan,224932,9.0,Approved,2025-09-05
LOAN000502,CUS019617,Car Loan,160707,8.19,Pending,2025-07-13
LOAN000503,CUS015565,Education Loan,198239,8.93,Approved,2020-02-06
LOAN000504,CUS012566,Business Loan,231144,13.1,Approved,2022-02-15
LOAN000505,CUS006118,Car Loan,65350,8.86,Pending,2022-12-21
LOAN000506,CUS019678,Home Loan,140264,8.5,Approved,2025-08-17
LOAN000507,CUS005503,Personal Loan,191565,11.9,Approved,2023-05-03
LOAN000508,CUS005126,Home Loan,172059,9.02,Approved,2025-05-20
LOAN000509,CUS012976,Personal Loan,360323,10.0,Approved,2022-05-17
LOAN000510,CUS003608,Gold Loan,2723008,7.91,Approved,2022-02-13
LOAN000511,CUS003138,Business Loan,2714832,12.61,Approved,2023-12-02
LOAN000512,CUS000473,Personal Loan,2617411,9.32,Approved,2024-09-19
LOAN000513,CUS012372,Business Loan,198426,11.42,Approved,2023-02-16
LOAN000514,CUS004170,Business Loan,2188123,11.46,Closed,2020-03-05
LOAN000515,CUS006901,Personal Loan,1545772,7.75,Pending,2022-08-26
LOAN000516,CUS011958,Gold Loan,826275,13.76,Approved,2025-05-18
LOAN000517,CUS002891,Education Loan,66534,11.03,Approved,2020-08-20
LOAN000518,CUS006458,Gold Loan,264531,8.42,Approved,2022-02-22
LOAN000519,CUS009162,Personal Loan,241302,13.31,Pending,2024-03-07
LOAN000520,CUS010931,Home Loan,211983,7.35,Approved,2023-02-21
LOAN000521,CUS000861,Personal Loan,289498,10.82,Pending,2022-01-25
LOAN000522,CUS015199,Personal Loan,1748746,11.61,Approved,2024-04-08
LOAN000523,CUS015457,Business Loan,220837,8.01,Approved,2022-11-21
LOAN000524,CUS013936,Gold Loan,8478680,11.7,Closed,2024-02-25
LOAN000525,CUS005618,Car Loan,2157792,8.54,Approved,2025-11-13
LOAN000526,CUS005154,Education Loan,215921,12.17,Pending,2021-05-11
LOAN000527,CUS017849,Home Loan,55792,12.82,Approved,2022-05-02
LOAN000528,CUS001320,Personal Loan,241448,10.32,Closed,2025-09-25
LOAN000529,CUS011122,Car Loan,268903,9.29,Approved,2025-08-18
LOAN000530,CUS012899,Education Loan,191266,10.58,Closed,2020-04-20
LOAN000531,CUS009560,Business Loan,220285,10.34,Closed,2021-05-06
LOAN000532,CUS003551,Gold Loan,2023297,9.3,Approved,2022-12-22
LOAN000533,CUS008817,Gold Loan,135645,9.29,Approved,2023-10-02
LOAN000534,CUS006489,Gold Loan,9363469,9.27,Pending,2025-02-21
LOAN000535,CUS009070,Education Loan,1882409,11.28,Approved,2023-02-08
LOAN000536,CUS002628,Education Loan,506043,7.56,Approved,2021-08-12
LOAN000537,CUS008055,Car Loan,2735907,7.95,Approved,2022-09-02
LOAN000538,CUS000579,Personal Loan,195409,9.45,Approved,2022-10-02
LOAN000539,CUS000128,Personal Loan,952574,8.03,Approved,2020-08-20
LOAN000540,CUS001499,Car Loan,103142,7.53,Approved,2022-01-02
LOAN000541,CUS013057,Home Loan,1131148,9.24,Closed,2023-11-24
LOAN000542,CUS004784,Car Loan,706964,13.04,Approved,2020-04-18
LOAN000543,CUS019721,Home Loan,171837,9.52,Approved,2023-06-02
LOAN000544,CUS009835,Gold Loan,513824,8.84,Pending,2025-04-11
LOAN000545,CUS000936,Car Loan,4016412,8.97,Approved,2020-01-25
LOAN000546,CUS002433,Business Loan,166914,10.2,Approved,2020-01-18
LOAN000547,CUS004756,Education Loan,52547,10.89,Closed,2020-03-13
LOAN000548,CUS000594,Personal Loan,1081743,12.09,Approved,2023-05-04
LOAN000549,CUS006278,Business Loan,6222840,9.43,Approved,2025-09-28
LOAN000550,CUS015221,Car Loan,282989,8.74,Approved,2022-01-24
LOAN000551,CUS001880,Gold Loan,1698708,13.09,Closed,2025-09-03
LOAN000552,CUS018608,Car Loan,781272,11.24,Approved,2025-03-28
LOAN000553,CUS019238,Car Loan,7438552,9.43,Closed,2021-02-17
LOAN000554,CUS010914,Home Loan,3106952,12.89,Approved,2023-08-27
LOAN000555,CUS010880,Car Loan,201819,13.12,Approved,2020-03-28
LOAN000556,CUS006586,Personal Loan,901298,10.1,Closed,2024-03-07
LOAN000557,CUS003827,Education Loan,2042266,8.17,Pending,2023-08-23
LOAN000558,CUS013160,Education Loan,100033,7.31,Closed,2021-02-03
LOAN000559,CUS018975,Personal Loan,193309,10.22,Approved,2024-10-25
LOAN000560,CUS015548,Business Loan,93321,11.53,Approved,2020-12-22
LOAN000561,CUS002486,Gold Loan,3884967,11.99,Pending,2022-12-09
LOAN000562,CUS019831,Car Loan,151228,13.29,Approved,2020-11-28
LOAN000563,CUS018782,Education Loan,9998382,12.54,Pending,2021-06-10
LOAN000564,CUS018344,Home Loan,66194,11.09,Approved,2020-04-17
LOAN000565,CUS011524,Home Loan,94729,12.63,Approved,2023-12-16
LOAN000566,CUS011328,Home Loan,2570892,11.24,Approved,2025-11-24
LOAN000567,CUS004733,Business Loan,7060656,8.77,Approved,2020-04-12
LOAN000568,CUS006308,Education Loan,161207,13.7,Approved,2025-09-24
LOAN000569,CUS013045,Education Loan,1411744,13.68,Pending,2020-09-08
LOAN000570,CUS019262,Home Loan,174452,9.22,Approved,2024-07-19
LOAN000571,CUS008223,Car Loan,135138,12.61,Closed,2021-12-03
LOAN000572,CUS006675,Car Loan,76527,13.17,Approved,2020-08-20
LOAN000573,CUS000986,Education Loan,2540105,9.31,Pending,2021-08-09
LOAN000574,CUS011753,Personal Loan,2789015,9.47,Approved,2025-04-25
LOAN000575,CUS007376,Gold Loan,61698,12.9,Approved,2025-02-23
LOAN000576,CUS010216,Business Loan,6731904,8.77,Approved,2022-08-14
LOAN000577,CUS001115,Gold Loan,63236,13.05,Approved,2023-09-27
LOAN000578,CUS015551,Home Loan,9042093,11.27,Pending,2022-04-05
LOAN000579,CUS004404,Gold Loan,155825,10.21,Approved,2023-09-10
LOAN000580,CUS007337,Gold Loan,286504,12.25,Closed,2024-08-13
LOAN000581,CUS001717,Home Loan,98549,12.65,Approved,2024-02-19
LOAN000582,CUS011030,Personal Loan,2552522,12.7,Approved,2024-09-09
LOAN000583,CUS002954,Home Loan,186881,9.76,Pending,2021-12-27
LOAN000584,CUS015481,Business Loan,262299,13.03,Pending,2022-09-21
LOAN000585,CUS007604,Car Loan,376236,12.3,Approved,2025-06-18
LOAN000586,CUS001523,Personal Loan,7000963,8.03,Approved,2025-01-15
LOAN000587,CUS003553,Home Loan,7058437,12.27,Approved,2020-12-15
LOAN000588,CUS000893,Personal Loan,626661,11.53,Pending,2024-12-03
LOAN000589,CUS001312,Home Loan,160553,10.09,Approved,2025-09-20
LOAN000590,CUS008686,Business Loan,4783948,12.11,Pending,2020-09-24
LOAN000591,CUS008515,Home Loan,241522,9.95,Approved,2020-03-12
LOAN000592,CUS019416,Home Loan,2999800,7.75,Approved,2023-07-28
LOAN000593,CUS000445,Home Loan,749202,11.46,Approved,2021-01-23
LOAN000594,CUS012540,Car Loan,1433973,9.0,Approved,2024-01-08
LOAN000595,CUS006165,Personal Loan,74773,9.85,Pending,2020-10-05
LOAN000596,CUS003288,Car Loan,177996,10.83,Closed,2024-08-25
LOAN000597,CUS000320,Business Loan,793349,10.99,Approved,2025-09-08
LOAN000598,CUS005745,Car Loan,115703,11.32,Approved,2023-09-06
LOAN000599,CUS016672,Gold Loan,73351,13.05,Approved,2024-02-28
LOAN000600,CUS008469,Home Loan,270288,11.57,Approved,2025-08-02
LOAN000601,CUS002174,Business Loan,9445308,9.63,Pending,2021-04-09
LOAN000602,CUS015295,Business Loan,268675,13.42,Approved,2020-04-24
LOAN000603,CUS005576,Home Loan,127335,10.27,Pending,2020-01-22
LOAN000604,CUS012728,Gold Loan,220389,9.53,Pending,2023-12-19
LOAN000605,CUS010895,Gold Loan,211134,10.72,Approved,2021-01-08
LOAN000606,CUS000736,Personal Loan,761106,13.29,Approved,2020-05-16
LOAN000607,CUS013742,Gold Loan,163508,7.83,Approved,2024-05-24
LOAN000608,CUS007001,Gold Loan,975957,12.86,Approved,2024-06-04
LOAN000609,CUS001037,Home Loan,161749,13.5,Approved,2023-05-24
LOAN000610,CUS017803,Home Loan,7349917,13.26,Pending,2022-03-05
LOAN000611,CUS015863,Education Loan,72659,11.03,Closed,2022-11-17
LOAN000612,CUS003679,Education Loan,55035,13.12,Closed,2023-11-16
LOAN000613,CUS019958,Education Loan,248014,11.28,Approved,2025-12-05
LOAN000614,CUS006091,Car Loan,1574109,10.83,Pending,2020-11-23
LOAN000615,CUS013895,Home Loan,296099,8.33,Approved,2021-12-07
LOAN000616,CUS009282,Gold Loan,194858,9.14,Approved,2025-07-03
LOAN000617,CUS015257,Business Loan,664336,12.22,Approved,2024-02-04
LOAN000618,CUS013379,Business Loan,216082,8.45,Approved,2024-06-14
LOAN000619,CUS010028,Car Loan,283355,9.05,Approved,2023-03-10
LOAN000620,CUS019848,Education Loan,77224,8.08,Approved,2022-03-01
LOAN000621,CUS013265,Home Loan,4990877,12.59,Pending,2022-07-07
LOAN000622,CUS002184,Business Loan,965570,8.75,Pending,2024-02-19
LOAN000623,CUS017773,Education Loan,7932299,8.37,Approved,2021-11-19
LOAN000624,CUS004987,Personal Loan,3984426,8.84,Approved,2022-01-07
LOAN000625,CUS017239,Personal Loan,121482,12.59,Approved,2022-08-11
LOAN000626,CUS004547,Gold Loan,191892,9.19,Approved,2022-04-09
LOAN000627,CUS007449,Business Loan,358704,7.43,Approved,2023-10-23
LOAN000628,CUS009933,Personal Loan,101793,13.39,Approved,2024-06-16
LOAN000629,CUS007756,Education Loan,6558968,8.43,Approved,2024-10-13
LOAN000630,CUS002978,Education Loan,262353,13.3,Approved,2021-02-27
LOAN000631,CUS009080,Business Loan,185783,7.25,Pending,2023-01-20
LOAN000632,CUS010302,Business Loan,212257,8.52,Approved,2022-03-08
LOAN000633,CUS018549,Car Loan,2842107,8.08,Approved,2021-11-11
LOAN000634,CUS010767,Home Loan,241088,7.41,Pending,2023-09-04
LOAN000635,CUS000782,Business Loan,243360,11.39,Approved,2021-01-24
LOAN000636,CUS011067,Car Loan,1308399,9.69,Approved,2022-03-18
LOAN000637,CUS019504,Gold Loan,243446,11.56,Approved,2020-07-17
LOAN000638,CUS003520,Gold Loan,227954,8.74,Approved,2023-06-17
LOAN000639,CUS000429,Personal Loan,272614,10.53,Approved,2020-10-14
LOAN000640,CUS012785,Business Loan,2697687,11.67,Approved,2024-10-25
LOAN000641,CUS004950,Car Loan,2402295,10.22,Approved,2023-11-12
LOAN000642,CUS011164,Education Loan,236467,7.8,Closed,2024-08-26
LOAN000643,CUS018672,Gold Loan,123513,9.58,Pending,2025-06-25
LOAN000644,CUS005049,Personal Loan,135017,7.29,Approved,2024-02-22
LOAN000645,CUS013434,Education Loan,2985849,12.81,Approved,2024-11-13
LOAN000646,CUS005028,Home Loan,218890,10.61,Approved,2020-08-09
LOAN000647,CUS003072,Business Loan,918606,12.63,Approved,2020-01-24
LOAN000648,CUS004535,Gold Loan,829807,9.75,Pending,2021-02-01
LOAN000649,CUS010734,Car Loan,7435867,7.28,Approved,2020-02-09
LOAN000650,CUS012027,Home Loan,88510,11.97,Approved,2024-02-21
LOAN000651,CUS001878,Home Loan,125665,7.96,Closed,2020-03-14
LOAN000652,CUS014819,Home Loan,120329,13.48,Pending,2024-11-09
LOAN000653,CUS011922,Personal Loan,2983145,12.68,Closed,2021-08-09
LOAN000654,CUS014556,Home Loan,82462,7.7,Closed,2024-08-20
LOAN000655,CUS017957,Car Loan,143538,8.03,Approved,2022-03-01
LOAN000656,CUS010542,Car Loan,229382,13.14,Approved,2020-03-21
LOAN000657,CUS006299,Education Loan,73924,9.09,Approved,2023-10-16
LOAN000658,CUS018914,Personal Loan,226549,7.85,Approved,2025-04-04
LOAN000659,CUS001735,Business Loan,95666,13.44,Approved,2022-11-25
LOAN000660,CUS008393,Home Loan,5799259,11.51,Pending,2020-12-26
LOAN000661,CUS008111,Gold Loan,267737,9.43,Pending,2020-02-20
LOAN000662,CUS006076,Personal Loan,1716938,8.81,Approved,2020-04-10
LOAN000663,CUS004283,Home Loan,86850,9.54,Closed,2021-10-07
LOAN000664,CUS003125,Car Loan,263469,12.8,Pending,2023-04-03
LOAN000665,CUS003831,Education Loan,7903010,9.1,Approved,2023-02-18
LOAN000666,CUS010686,Business Loan,170998,11.0,Pending,2022-06-22
LOAN000667,CUS000266,Business Loan,808253,8.63,Approved,2023-06-22
LOAN000668,CUS017070,Education Loan,203886,11.05,Pending,2024-01-20
LOAN000669,CUS005990,Car Loan,161689,8.37,Approved,2021-10-12
LOAN000670,CUS007779,Personal Loan,285678,10.82,Approved,2022-10-28
LOAN000671,CUS008093,Business Loan,8916771,10.8,Approved,2021-05-11
LOAN000672,CUS003123,Car Loan,2512573,12.3,Approved,2020-04-17
LOAN000673,CUS009813,Education Loan,2604531,10.07,Pending,2025-02-24
LOAN000674,CUS006354,Education Loan,1583853,13.06,Approved,2022-04-07
LOAN000675,CUS012301,Car Loan,248122,9.98,Approved,2020-07-22
LOAN000676,CUS013465,Car Loan,1792786,13.2,Pending,2022-12-10
LOAN000677,CUS014206,Education Loan,1945572,10.64,Approved,2024-06-24
LOAN000678,CUS006467,Education Loan,228012,13.33,Approved,2024-02-06
LOAN000679,CUS016335,Business Loan,1361013,8.02,Closed,2020-01-20
